===================================================================================================================
Lumping method ** FullSystem ** | Pure organic component properties | psat calculated by EVAP method at T = 298.15 K                                                                                                                                                                                        
YaxisChoice = log10(act.coeff_ratio)                                                                                                                                                                                                                                                                        
Grid resolution = fullRes                                                                                                                                                                                                                                                                                   
===================================================================================================================
 
nneutral (full system) : 175; # of organic surrogate components: 174
 
Cpno.,   OtoC_ratio,    HtoC_ratio,      meanOS_C,    Pure_Comp_VP_[Pa], actcoeff_ratio, Molar_mass_[kg/mol], C0_[ug/m^3]                                                                                                                                                                                   
135,	 5.714286E-01,	 1.714286E+00,	-5.714286E-01,	 1.922143E-04,	 6.271840E-01,	 1.601300E-01,	 1.241622E+01
136,	 5.714286E-01,	 1.714286E+00,	-5.714286E-01,	 6.622033E-03,	 1.403263E-01,	 1.601300E-01,	 4.277550E+02
137,	 1.000000E+00,	 1.600000E+00,	 4.000000E-01,	 5.606652E-05,	 1.507841E+01,	 1.480600E-01,	 3.348670E+00
138,	 4.000000E-01,	 1.600000E+00,	-8.000000E-01,	 7.507042E-02,	 4.998674E-03,	 2.001660E-01,	 6.061640E+03
139,	 3.333333E-01,	 1.777778E+00,	-1.111111E+00,	 1.794404E+00,	 4.276126E-03,	 1.721740E-01,	 1.246289E+05
140,	 6.000000E-01,	 1.200000E+00,	 0.000000E+00,	 9.731453E+01,	 4.362712E-01,	 1.140260E-01,	 4.476232E+06
141,	 1.750000E+00,	 7.500000E-01,	 1.500000E+00,	 1.528886E+01,	 1.024252E+00,	 1.770100E-01,	 1.091702E+06
142,	 2.500000E-01,	 1.750000E+00,	-1.250000E+00,	 2.056595E+01,	 1.859333E-02,	 1.421480E-01,	 1.179290E+06
143,	 6.250000E-01,	 1.625000E+00,	-1.000000E+00,	 6.041012E-02,	 4.053801E-03,	 2.031660E-01,	 4.950987E+03
144,	 1.000000E+00,	 1.500000E+00,	 5.000000E-01,	 8.995721E-01,	 6.460174E+00,	 1.180160E-01,	 4.282604E+04
145,	 3.750000E-01,	 1.750000E+00,	-1.000000E+00,	 2.745389E+00,	 6.493172E-03,	 1.581480E-01,	 1.751453E+05
146,	 1.400000E+00,	 1.400000E+00,	 4.000000E-01,	 5.451611E-01,	 8.737490E-01,	 1.930620E-01,	 4.245733E+04
147,	 3.750000E-01,	 1.750000E+00,	-1.000000E+00,	 1.103891E+00,	 1.653318E-02,	 1.581560E-01,	 7.042762E+04
148,	 2.222222E-01,	 1.555556E+00,	-1.111111E+00,	 5.894661E+01,	 7.189484E-03,	 1.541400E-01,	 3.665263E+06
149,	 3.000000E-01,	 1.600000E+00,	-1.000000E+00,	 9.612434E-02,	 1.089388E-02,	 1.841660E-01,	 7.141243E+03
150,	 4.444444E-01,	 1.777778E+00,	-8.888889E-01,	 1.129306E-03,	 1.360032E-01,	 1.881820E-01,	 8.572764E+01
151,	 1.000000E+00,	 1.000000E+00,	 1.000000E+00,	 3.412384E+00,	 3.684298E+00,	 1.160000E-01,	 1.596786E+05
152,	 8.000000E-01,	 1.600000E+00,	 0.000000E+00,	 2.134811E-02,	 3.132547E+00,	 1.320520E-01,	 1.137196E+03
153,	 1.142857E+00,	 1.285714E+00,	 2.857143E-01,	 5.190149E-03,	 1.512633E+00,	 2.350620E-01,	 4.921452E+02
154,	 1.000000E+00,	 1.333333E+00,	 6.666667E-01,	 4.279943E+02,	 1.963573E+00,	 8.800800E-02,	 1.519467E+07
155,	 6.666667E-01,	 1.666667E+00,	-3.333333E-01,	 3.979904E-02,	 5.785098E+00,	 1.460600E-01,	 2.344957E+03
156,	 1.400000E+00,	 1.000000E+00,	 8.000000E-01,	 5.003749E+00,	 1.403399E+00,	 1.910100E-01,	 3.855517E+05
157,	 5.555556E-01,	 1.555556E+00,	-4.444444E-01,	 2.749338E-03,	 8.703188E-03,	 2.021840E-01,	 2.242363E+02
158,	 7.142857E-01,	 1.428571E+00,	 0.000000E+00,	 2.802666E-02,	 5.308737E-01,	 1.740520E-01,	 1.967802E+03
159,	 5.714286E-01,	 1.571429E+00,	-1.142857E+00,	 2.312548E-01,	 2.957541E-03,	 1.731580E-01,	 1.615342E+04
160,	 3.000000E-01,	 1.500000E+00,	-9.000000E-01,	 7.745570E+00,	 7.605705E-03,	 1.831480E-01,	 5.722510E+05
161,	 7.142857E-01,	 1.428571E+00,	 0.000000E+00,	 1.375540E-04,	 5.399111E+00,	 1.740520E-01,	 9.657913E+00
162,	 8.571429E-01,	 1.428571E+00,	 2.857143E-01,	 1.274803E-03,	 5.917668E+00,	 1.900700E-01,	 9.774342E+01
163,	 5.714286E-01,	 1.142857E+00,	 0.000000E+00,	 3.420445E+00,	 2.422144E+00,	 1.560000E-01,	 2.152476E+05
164,	 3.333333E-01,	 1.777778E+00,	-1.111111E+00,	 3.149819E-02,	 2.832796E-02,	 1.721820E-01,	 2.187783E+03
165,	 2.000000E+00,	 1.000000E+00,	 1.333333E+00,	 1.238884E+02,	 2.498680E-01,	 1.490360E-01,	 7.448225E+06
166,	 1.000000E+00,	 1.500000E+00,	 5.000000E-01,	 2.431579E-02,	 2.298375E+00,	 1.180520E-01,	 1.157958E+03
167,	 8.750000E-01,	 1.375000E+00,	-2.500000E-01,	 3.322412E-02,	 1.838870E-02,	 2.331500E-01,	 3.124783E+03
168,	 1.500000E+00,	 2.000000E+00,	 1.000000E+00,	 3.800928E+03,	 3.562659E-01,	 7.605200E-02,	 1.166088E+08
169,	 6.666667E-01,	 1.333333E+00,	 0.000000E+00,	 2.255481E+00,	 3.567703E+00,	 1.440260E-01,	 1.310422E+05
170,	 8.750000E-01,	 1.625000E+00,	-5.000000E-01,	 4.089734E-06,	 1.515723E-01,	 2.351300E-01,	 3.879128E-01
171,	 6.000000E-01,	 1.600000E+00,	-4.000000E-01,	 1.567598E+01,	 8.777902E-01,	 1.160520E-01,	 7.338685E+05
172,	 1.500000E+00,	 1.500000E+00,	-1.000000E+00,	 8.115058E+03,	 2.168421E-02,	 8.904400E-02,	 2.914924E+08
173,	 1.600000E+00,	 1.000000E+00,	 1.200000E+00,	 1.207128E-01,	 3.393499E+00,	 2.070180E-01,	 1.008074E+04
174,	 4.285714E-01,	 1.714286E+00,	-8.571429E-01,	 6.898158E-02,	 4.816988E-02,	 1.441480E-01,	 4.011186E+03
175,	 5.000000E-01,	 1.500000E+00,	-5.000000E-01,	 9.064379E-04,	 6.722947E-02,	 1.721400E-01,	 6.294349E+01
